Plot,Tree,Azimuth,Distance,Species,Snag,Height,DBH_2010,Biomass_J_2010,Biomass_Y_2010,Biomass_C_2010,Biomass_W_2010,Biomass_mean_2010,Volume_W_2010,DBH_2012,Biomass_J_2012,Biomass_Y_2012,Biomass_C_2012,Biomass_W_2012,Biomass_mean_2012,Volume_W_2012,DBH_2015,Biomass_J_2015,Biomass_Y_2015,Biomass_C_2015,Biomass_W_2015,Biomass_mean_2015,Volume_W_2015,DBH_2017,Biomass_J_2017,Biomass_Y_2017,Biomass_C_2017,Biomass_W_2017,Biomass_mean_2017,Volume_W_2017,DBH_2021,Biomass_J_2021,Biomass_Y_2021,Biomass_C_2021,Biomass_W_2021,Biomass_mean_2021,Volume_W_2021,DBH_2023,Biomass_J_2023,Biomass_Y_2023,Biomass_C_2023,Biomass_W_2023,Biomass_mean_2023,Volume_W_2023,DBH_2025,Biomass_J_2025,Biomass_Y_2025,Biomass_C_2025,Biomass_W_2025,Biomass_mean_2025,Volume_W_2025,DBH_2026,Biomass_J_2026,Biomass_Y_2026,Biomass_C_2026,Biomass_W_2026,Biomass_mean_2026,Volume_W_2026
HL_001_01,1,84,0.7,PIRU,,14.72417158,17.3,48.33981716,44.58274739,44.34180773,49.66261041,46.73174567,0.165129408,17.74,51.25598626,47.27226584,47.01679115,52.65857891,49.55090554,0.175091077,18.4,55.81419762,51.47620366,51.19800952,57.34152329,53.95748352,0.190661983,18.84,58.97680705,54.3930086,54.0990511,60.59067584,57.01488565,0.201465496,19.72,65.60266235,60.50388883,60.17690615,67.39784413,63.42032537,0.224099499,20.16,69.06743617,63.69937332,63.35512121,70.95742963,66.76984008,0.235935209,20.6,72.63444044,66.9891427,66.6271116,74.62204306,70.21818445,0.248120139,20.82,74.45650944,68.66959676,68.29848394,76.49397201,71.97964054,0.254344349
HL_001_02,2,102,4.3,PIRU,,12.63197018,12.2,21.40558544,19.74583073,19.68553947,21.61873643,20.61392302,0.071797249,12.64,23.24956211,21.44682842,21.38134339,23.48107492,22.38970221,0.077982197,13.3,26.17997692,24.15002357,24.0762847,26.44067,25.2117388,0.087811208,13.74,28.24467188,26.0546254,25.97507108,28.52592463,27.20007325,0.094736476,14.62,32.64501213,30.11377033,30.02182196,32.97008227,31.43767167,0.109495816,15.06,34.98253352,32.27004408,32.1715118,35.33088006,33.68874237,0.117336181,15.5,37.41284173,34.51191009,34.40653258,37.78538862,36.02916826,0.125487766,15.72,38.66307039,35.66519803,35.5562991,39.04806671,37.23315856,0.129681203
HL_001_03,3,110,5.3,PIST,,22.07367452,43.2,380.2001563,352.7348723,391.9022349,327.2539622,363.0228064,1.463841499,43.96,396.6925736,368.0358936,408.9022678,341.4496662,378.7701003,1.52734038,45.1,422.2088942,391.7089404,435.2039484,363.4126162,403.1335998,1.625582973,45.86,439.7427473,407.9761652,453.2774713,378.504727,419.8752777,1.693091577,47.38,476.079322,441.6878217,490.7324398,409.7811162,454.5701749,1.832994166,48.14,494.88807,459.1378443,510.1200971,425.9705817,472.5291483,1.905411353,48.9,514.1277637,476.9876815,529.9519642,442.5309799,490.8995973,1.979487761,49.28,523.9101368,486.0633856,540.0354263,450.951072,500.2400051,2.017151721
HL_001_04,4,112,6.9,ACRU,,14.96676187,13.3,33.6116771,29.99242152,31.12606055,28.24686079,30.74425499,0.084029904,13.9,37.30894519,33.29157326,34.54991204,31.35400171,34.12610805,0.093273153,14.8,43.2767511,38.61677468,40.07639284,36.36927608,39.58479867,0.108192794,15.4,47.54161421,42.42240364,44.02586513,39.95341722,43.48582505,0.118855042,16.6,56.77358327,50.66028796,52.57512101,47.71185618,51.9302121,0.14193516,17.2,61.74716127,55.09831845,57.18089803,51.89159303,56.4794927,0.154369211,17.8,66.96332563,59.75281396,62.01132191,56.27519662,61.25066453,0.167409732,18.1,69.66333539,62.16209067,64.51166329,58.54425328,63.72033566,0.174159814
HL_001_05,5,126,8.61,PIRU,,15.558722,19.8,66.22505083,61.07300704,60.68522809,68.21598701,64.04981824,0.254726092,20.24,69.70835677,64.28532572,63.87715037,71.80401223,67.41871128,0.268124178,20.9,75.12548005,69.2810185,68.84112334,77.38399151,72.65790335,0.288960442,21.34,78.86607208,72.73060745,72.26880935,81.23703766,76.27563164,0.303348145,22.22,86.66050902,79.9186684,79.41123019,89.26580022,83.81405196,0.333328439,22.66,90.71576237,83.65843928,83.12725565,93.44296742,87.73610619,0.348926446,23.1,94.87729577,87.49622204,86.94067067,97.72960978,91.76094957,0.364933246,23.32,96.99813076,89.45206456,88.8840947,99.91420383,93.81212347,0.373090763
HL_001_06,6,138,5.2,PIRU,X,9.94319859,7.2,0,0,0,0,0,0,7.64,0,0,0,0,0,0,8.3,0,0,0,0,0,0,8.74,0,0,0,0,0,0,9.62,0,0,0,0,0,0,10.06,13.65115342,12.59609847,12.59829693,13.21370602,13.01481371,0.043644838,10.5,15.08446388,13.91863284,13.92106213,14.60108644,14.38131132,0.048227352,10.72,15.83191229,14.6083133,14.61086296,15.32458307,15.0939179,0.05061706
HL_001_07,7,152,5.9,TSCA,,11.39354577,13.6,25.66376316,22.94962253,23.81410341,33.21983967,26.41183219,0.078551846,14.04,27.77369313,24.83641116,25.77196478,35.95098767,28.58326419,0.085009936,14.7,31.12706165,27.83513513,28.88364658,40.29167473,32.03437953,0.095273952,15.14,33.49046967,29.94859455,31.07671712,43.35093126,34.46667815,0.10250789,16.02,38.53065999,34.45574592,35.75364672,49.87508415,39.6537842,0.117934943,16.46,41.21030927,36.85200165,38.24016612,53.34369158,42.41154216,0.126136835,16.9,43.99820514,39.34505606,40.82713048,56.95241619,45.28070197,0.134670048,17.12,45.43317863,40.62827005,42.15868139,58.80988304,46.75750328,0.139062226
HL_001_08,8,148,3.6,PIRU,,12.63197018,12.2,21.40558544,19.74583073,19.68553947,21.61873643,20.61392302,0.071797249,12.64,23.24956211,21.44682842,21.38134339,23.48107492,22.38970221,0.077982197,13.3,26.17997692,24.15002357,24.0762847,26.44067,25.2117388,0.087811208,13.74,28.24467188,26.0546254,25.97507108,28.52592463,27.20007325,0.094736476,14.62,32.64501213,30.11377033,30.02182196,32.97008227,31.43767167,0.109495816,15.06,34.98253352,32.27004408,32.1715118,35.33088006,33.68874237,0.117336181,15.5,37.41284173,34.51191009,34.40653258,37.78538862,36.02916826,0.125487766,15.72,38.66307039,35.66519803,35.5562991,39.04806671,37.23315856,0.129681203
HL_001_09,9,158,7.3,BEPA,,15.08494595,12.3,27.93851031,26.83857934,26.00812255,26.95111983,26.93408301,0.045931499,12.9,31.26974865,30.0386678,29.10919179,30.16462703,30.14555882,0.051408125,13.8,36.67724394,35.23327159,34.14306077,35.38101301,35.35864733,0.060298162,14.4,40.56129354,38.96440729,37.75874524,39.12779424,39.10306008,0.066683621,15.6,49.01484732,47.08514713,45.62820786,47.28258626,47.25269714,0.080581441,16.2,53.59109458,51.48122888,49.88826319,51.69710182,51.66442212,0.088104888,16.8,58.40468,56.10530485,54.36925799,56.34056763,56.30495262,0.096018524,17.1,60.90146885,58.50379585,56.69353332,58.74911607,58.71197852,0.100123297
HL_001_10,10,162,5,PIRU,,12.49016775,11.9,20.19799476,18.63212961,18.5782524,20.3651878,19.44339114,0.067621821,12.34,21.98287164,20.27863253,20.21999425,22.16483937,21.16158445,0.073597495,13,24.82333668,22.89888832,22.83267324,25.02881694,23.89592879,0.083107222,13.44,26.82722128,24.74742022,24.67585987,27.04928911,25.82494762,0.089816122,14.32,31.103981,28.69262083,28.60965243,31.36145058,29.94192621,0.104134488,14.76,33.37875921,30.79104511,30.70200884,33.65505874,32.13171798,0.111750325,15.2,35.74570585,32.97449238,32.87914239,36.04159826,34.41023472,0.119674738,15.42,36.96402556,34.09836091,33.99976111,37.27000286,35.58303761,0.123753608
HL_001_11,11,162,2.6,PIRU,,14.93478244,17.9,52.34066079,48.27166712,47.99935203,53.82166128,50.6083353,0.178949569,18.34,55.39063418,51.08453379,50.79635046,56.95793492,53.55736334,0.189377244,19,60.15158847,55.4753687,55.16241534,61.85360236,58.16074372,0.20565466,19.44,63.4506924,58.51799835,58.1878806,65.24605579,61.35065678,0.216934098,20.32,70.35266137,64.88340421,64.51737727,72.34331881,68.02419041,0.240531514,20.76,73.95702341,68.20756103,67.82278152,76.04966775,71.50925843,0.252854611,21.2,77.66461711,71.62692422,71.22285505,79.86216934,75.09414143,0.265530651,21.42,79.55735185,73.37251665,72.95860007,81.80845979,76.92423209,0.272001797
HL_001_12,12,180,4.3,PIRU,,13.81057748,14.9,34.12183754,31.47254714,31.3346584,34.85612417,32.94629181,0.115878724,15.34,36.51830095,33.68294414,33.53537113,37.30415839,35.26019365,0.124017182,16,40.2883158,37.1602472,36.99743929,41.15530227,38.90032614,0.136820258,16.44,42.91981843,39.5874345,39.4139925,43.84343365,41.44116977,0.145756916,17.32,48.47025623,44.70692477,44.51105306,49.51331438,46.80038711,0.164606359,17.76,51.39086126,47.40076795,47.19309387,52.49676952,49.62037315,0.174524816,18.2,54.40948,50.18501486,49.96514233,55.58034758,52.53499619,0.184776131,18.42,55.95579514,51.61127088,51.38514958,57.15993873,54.02803858,0.190027461
HL_001_13,13,188,6.6,TSCA,,9.254751759,8,0,0,0,0,0,0,8.44,0,0,0,0,0,0,9.1,0,0,0,0,0,0,9.54,0,0,0,0,0,0,10.42,13.25237905,12.43579649,12.77040765,17.55561123,14.00354861,0.041106392,10.86,14.68469801,13.7798591,14.15063508,19.45302413,15.51705408,0.045549177,11.3,16.20562336,15.20706836,15.61624639,21.46781513,17.12418831,0.050266802,11.52,16.99984936,15.9523559,16.38158745,22.51993738,17.96343252,0.052730342
HL_001_14,14,188,6.85,THOC,,8.874826523,8.4,0,0,0,0,0,0,8.68,0,0,0,0,0,0,9.1,0,0,0,0,0,0,9.38,0,0,0,0,0,0,9.94,0,0,0,0,0,0,10.22,12.4836105,10.05540695,9.365112485,9.906417777,10.45263693,0.025427602,10.5,13.26965435,10.68855637,9.954796782,10.53018594,11.11079836,0.027028678,10.64,13.67273107,11.01323011,10.25718197,10.85004905,11.44829805,0.027849696
HL_001_15,15,174,8.9,PIRU,,9.757793197,6.9,0,0,0,0,0,0,7.34,0,0,0,0,0,0,8,0,0,0,0,0,0,8.44,0,0,0,0,0,0,9.32,0,0,0,0,0,0,9.76,0,0,0,0,0,0,10.2,14.09834902,13.00899568,13.01439705,13.59462487,13.42909166,0.04487922,10.42,14.81777371,13.67283175,13.67850875,14.28834502,14.11436481,0.047169362
HL_001_16,16,202,8.1,TSCA,,9.161757064,7.8,0,0,0,0,0,0,8.24,0,0,0,0,0,0,8.9,0,0,0,0,0,0,9.34,0,0,0,0,0,0,10.22,12.63014522,11.87726457,12.19120736,16.73863571,13.35931321,0.039169662,10.66,14.02276381,13.18686941,13.535428,18.58426256,14.83233094,0.043488567,11.1,15.50319933,14.57905644,14.96441366,20.54627253,16.39823549,0.048079817,11.32,16.27688949,15.30662707,15.71121562,21.57163824,17.21659261,0.05047925
HL_001_17,17,211,6.5,PIRU,X,10.36438669,7.9,0,0,0,0,0,0,8.34,0,0,0,0,0,0,9,0,0,0,0,0,0,9.44,0,0,0,0,0,0,10.32,14.48822678,13.3678731,13.36304617,14.13970102,13.83971177,0.046756216,10.76,15.97003388,14.7350942,14.72977359,15.58586208,15.25519094,0.051538285,11.2,17.53481836,16.17887615,16.17303421,17.11300443,16.74993329,0.056588137,11.42,18.34867597,16.92979933,16.92368624,17.90728405,17.5273614,0.059214608
HL_001_18,18,210,3.51,PIRU,,12.58495593,12.1,20.99860268,19.37049253,19.31238479,21.19614599,20.2194065,0.070389645,12.54,22.82282611,21.05327623,20.99012047,23.03753071,21.97593838,0.076504644,13.2,25.72318,23.72875346,23.65757178,25.96516954,24.76866869,0.086226952,13.64,27.7675545,25.61461899,25.53778008,28.02877639,26.73718249,0.093079922,14.52,32.12660373,29.63569276,29.5467914,32.42883315,30.93448026,0.107691938,14.96,34.44316345,31.77263985,31.67732806,34.76718579,33.16507929,0.115457303,15.4,36.85230478,33.9949903,33.89301189,37.198991,35.48482449,0.123533012,15.62,38.09187428,35.13845075,35.03304218,38.45022168,36.67839722,0.127688186
HL_001_19,19,251,5.82,PIRU,,13.35090175,13.8,28.53317305,26.31894671,26.21719966,29.03333449,27.52566348,0.096492314,14.24,30.70021558,28.31782279,28.20834823,31.23836337,29.61618749,0.103820729,14.9,34.12183754,31.47392064,31.35224484,34.71996336,32.91699159,0.11539183,15.34,36.51830095,33.68441411,33.55419271,37.15843466,35.2288356,0.123496091,16.22,41.59217907,38.36455002,38.21623557,42.32125341,40.12355452,0.140654724,16.66,44.27134055,40.83580368,40.67793555,45.04737823,42.7081145,0.149715003,17.1,47.0464551,43.39556427,43.2278003,47.8711381,45.38523944,0.159099771,17.32,48.47025623,44.70887583,44.5360347,49.31989721,46.75876599,0.163914723
HL_001_20,20,234,7.11,PIRU,,14.86533035,17.7,50.98684347,47.02340836,46.76181385,52.41480284,49.29671713,0.174275438,18.14,53.99204928,49.7950061,49.517993,55.50417373,52.20230553,0.184547373,18.8,58.68517836,54.12331729,53.82222549,60.32874059,56.73986543,0.20058871,19.24,61.93862449,57.12385852,56.80607449,63.67330412,59.8854654,0.211709142,20.12,68.74824348,63.4041354,63.05141376,70.67363621,66.46935721,0.234984741,20.56,72.30592349,66.68526105,66.31428627,74.33095413,69.90910623,0.247145059,21,75.96650359,70.06128791,69.67153206,78.09405401,73.44834439,0.259657095,21.22,77.83560865,71.78509909,71.38575355,80.01550603,75.25549183,0.266045784
HL_001_21,21,244,7.8,PIRU,,17.11368554,25.6,120.5724674,111.1749778,110.2638783,123.8259236,116.4593118,0.461268286,26.04,125.4612282,115.6827057,114.7346645,128.8465999,121.1812996,0.479970983,26.7,133.0032619,122.6369088,121.6318767,136.5921434,128.4660477,0.508824178,27.14,138.1714499,127.4022852,126.3581999,141.8997867,133.4579304,0.528595867,28.02,148.8469702,137.2457492,136.1209949,152.863369,143.7692708,0.569436691,28.46,154.3555056,142.324946,141.1585667,158.5205434,149.0898904,0.59051043,28.9,159.9786825,147.5098492,146.3009787,164.2954528,154.5212408,0.612022747,29.12,162.8334449,150.1421097,148.9116674,167.2272464,157.2786171,0.622944074
HL_001_22,22,268,6.55,PIRU,,16.44965154,22.9,92.97247074,85.73202726,85.09868656,95.73850229,89.88542175,0.357124015,23.34,97.19226282,89.6231934,88.96110692,100.0838378,93.96510026,0.373332997,24,103.7234028,95.64570595,94.93912848,106.8092862,100.2793809,0.398420283,24.44,108.2127688,99.78545234,99.04829272,111.4322157,104.6196824,0.415664747,25.32,117.5191029,108.3670344,107.5664788,121.0154233,113.6170099,0.451412053,25.76,122.3373597,112.8100584,111.9766802,125.9770284,118.2752817,0.469919846,26.2,127.2665229,117.3553518,116.4883955,131.0528396,123.0407775,0.48885365,26.42,129.7728903,119.6665301,118.7825001,133.6337742,125.4639237,0.498481059
HL_001_23,23,298,8.74,ACRU,,11.56545664,6.9,0,0,0,0,0,0,7.5,0,0,0,0,0,0,8.4,0,0,0,0,0,0,9,0,0,0,0,0,0,10.2,17.94357329,15.90264996,16.46847002,14.81859387,16.28332178,0.04340284,10.8,20.54088687,18.20454201,18.85226394,16.96356993,18.64031569,0.049685356,11.4,23.34287425,20.68782802,21.42390586,19.27757464,21.18304569,0.056462948,11.7,24.82190152,21.99862897,22.78134542,20.49902056,22.52522411,0.060040495
HL_001_24,24,286,3.22,PIRU,,14.96923017,18,53.02517869,48.9028091,48.62503427,54.53279551,51.27145439,0.181311944,18.44,56.09759764,51.73636707,51.44249722,57.69256976,54.24225792,0.191817637,19.1,60.89255534,56.15854738,55.83955893,62.62385815,58.87862995,0.208213303,19.54,64.21454755,59.22227587,58.88588502,66.04030155,62.0907525,0.219572376,20.42,71.16280763,65.63035303,65.25756339,73.1861152,68.80920981,0.243330948,20.86,74.79056748,68.97607768,68.58428386,76.91701986,72.31698722,0.255735549,21.3,78.52172398,72.41716055,72.00582089,80.75426095,75.92474159,0.2684937,21.52,80.42630127,74.1736691,73.75235222,82.71298936,77.76632799,0.275006127
HL_001_25,25,298,1.9,PIST,,21.53189125,41.1,336.7567954,312.2365113,346.6816831,290.5776502,321.56316,1.299904249,41.86,352.1209351,326.4819414,362.4986343,303.8349198,336.2341077,1.359210878,43,375.9285058,348.5560106,387.0078611,324.3777805,358.9675395,1.451109729,43.76,392.312428,363.7469697,403.8746498,338.5149907,374.6122595,1.514352788,45.28,426.3236777,395.2817571,438.8882782,367.8623095,407.0890056,1.645638537,46.04,443.9571905,411.6313204,457.0414855,383.0777552,423.9269379,1.713705102,46.8,462.0133701,428.3727747,475.6298163,398.6579077,441.1684672,1.783403189,47.18,471.2009048,436.8913371,485.0881258,406.5855644,449.941483,1.818867701
HL_001_26,26,341,2.97,PIRU,,14.35773991,16.3,42.07220043,38.80361433,38.60985035,43.13935387,40.65625474,0.143440319,16.74,44.76874517,41.2906647,41.08448176,45.90429595,43.26204689,0.152633878,17.4,48.99402154,45.18767967,44.96203717,50.23674567,47.34512101,0.16703947,17.84,51.93238712,47.89776385,47.65858867,53.24964234,50.18459549,0.177057489,18.72,58.10439693,53.59027067,53.32267024,59.57820401,56.14888546,0.198100245,19.16,61.33962446,56.57415362,56.29165331,62.89549248,59.27523096,0.209130381,19.6,64.67536856,59.65074401,59.3528809,66.3158471,62.49871014,0.220503216,19.82,66.38117268,61.22402433,60.91830512,68.06491862,64.14710518,0.226318959
HL_001_27,27,322,8.6,THOC,,9.019799199,8.7,0,0,0,0,0,0,8.98,0,0,0,0,0,0,9.4,0,0,0,0,0,0,9.68,0,0,0,0,0,0,10.24,12.53887024,10.00581203,9.366137902,9.976523301,10.47183587,0.025528989,10.52,13.32682532,10.63458722,9.954715328,10.60345795,11.12989645,0.027133257,10.8,14.1416373,11.28479376,10.563354,11.25176123,11.81038657,0.028792204,10.94,14.5591721,11.61797966,10.87523924,11.58397184,12.15909071,0.0296423
HL_001_28,28,346,8.49,ACRU,,17.31544605,19.7,85.11590833,76.30852088,79.30963666,71.61523723,78.08732577,0.210999416,20.3,91.37503281,81.91998107,85.14178835,76.88156985,83.82959302,0.226515571,21.2,101.2478037,90.77116485,94.34107778,85.18836992,92.88710407,0.250989831,21.8,108.1563742,96.96486945,100.7783728,91.00113655,99.22518824,0.26811594,23,122.7696935,110.0660723,114.3948291,103.2965623,112.6317893,0.304341857,23.6,130.4796686,116.978256,121.57886,109.7836186,119.7051008,0.323454621,24.2,138.4619325,124.1345534,129.0166054,116.4997747,127.0282165,0.343242379,24.5,142.5559579,127.8049486,132.8313526,119.9444257,130.7841712,0.353391328
HL_001_29,29,350,7.3,PIRU,,13.17690944,13.4,26.64137271,24.5743607,24.48416774,27.0634657,25.69084171,0.089932159,13.84,28.72643814,26.49765311,26.40040127,29.18156589,27.7015146,0.096970627,14.5,32.02349059,29.53889866,29.43048483,32.53085525,30.88093234,0.108100348,14.94,34.33586364,31.67186268,31.55562043,34.87986441,33.1108028,0.115906128,15.82,39.23912808,36.19469978,36.06185778,39.86081379,37.83912486,0.132457871,16.26,41.83179644,38.58621197,38.44459263,42.49455913,40.33929005,0.141209832,16.7,44.51964604,41.06552061,40.9148017,45.22499372,42.93124052,0.150283093,16.92,45.89952949,42.33834368,42.18295324,46.62673938,44.26189145,0.154941107
HL_001_30,30,6,6.77,TSCA,,9.743573191,9.1,0,0,0,0,0,0,9.54,0,0,0,0,0,0,10.2,12.56890251,11.6640139,12.00671143,16.60052463,13.21003812,0.038984882,10.64,13.95757104,12.9527063,13.33326659,18.4346248,14.66954218,0.043292106,11.52,16.99984936,15.77595809,16.23946765,22.45274938,17.86700612,0.052728321,11.96,18.65688096,17.31369296,17.82238233,24.64129321,19.60856236,0.057867925,12.4,20.406732,18.9375648,19.49396475,26.95242938,21.44767273,0.063295426,12.62,21.31697494,19.78227549,20.36349368,28.15464336,22.40434687,0.066118721
HL_001_31,31,18,6.9,PIRU,,12.34606575,11.6,19.0302917,17.55519859,17.5073319,19.15414881,18.31174275,0.063588062,12.04,20.75655299,19.14765236,19.09544362,20.89164532,19.97282358,0.069356214,12.7,23.50777338,21.68561768,21.62648883,23.66077181,22.62016293,0.078549177,13.14,25.45130453,23.47850009,23.41448269,25.61695227,24.4903099,0.085043317,14.02,29.60536837,27.3105704,27.23610432,29.7980525,28.4875239,0.09892376,14.46,31.81783217,29.35153971,29.27150865,32.02491594,30.61644912,0.106316515,14.9,34.12183754,31.47695494,31.39112864,34.34391674,32.83345947,0.114015148,15.12,35.30845542,32.57159462,32.48278364,35.53825762,33.97527283,0.117980128
HL_001_32,32,26,7.05,TSCA,,13.68209014,23.9,103.9712925,87.82715036,92.26575698,77.98243502,90.51165871,0.296547696,24.34,108.7859387,91.89420237,96.53834958,81.5936033,94.70302348,0.310280066,25,116.2532837,98.20205544,103.1649888,87.1943969,101.2036812,0.331578483,25.44,121.3967446,102.5468654,107.7293767,91.05218872,105.6812938,0.3462487,26.32,132.085239,111.5757039,117.2145144,99.06896721,114.9861061,0.376734504,26.76,137.6324759,116.2615936,122.1372195,103.2296065,119.8152239,0.392556374,27.2,143.3164922,121.0630243,127.1813048,107.4928355,124.7634142,0.408768368,27.42,146.2101299,123.5073524,129.7491643,109.6631741,127.2824552,0.417021623
HL_001_33,33,26,4.48,ACRU,,15.75685269,15.2,46.09426948,41.1947804,42.77265816,38.79314222,42.21371256,0.11529935,15.8,50.51409108,45.14480678,46.87398183,42.51288374,46.26144086,0.12635501,16.7,57.5857984,51.46484252,53.43609299,48.46446408,52.73779949,0.144044047,17.3,62.59959236,55.94570626,58.08858661,52.68409537,57.32949515,0.156585458,18.5,73.35952683,65.56193714,68.07314661,61.73970408,67.18357866,0.183500159,19.1,79.1116939,70.70269025,73.41080525,66.58075347,72.45148572,0.197888523,19.7,85.11590832,76.0686999,78.98234839,71.63392704,77.95022091,0.212907353,20,88.21343006,78.83697737,81.8566588,74.24081511,80.78697033,0.220655436
HL_001_34,34,47,4.5,THOC,,10.9347546,13.4,23.02204542,16.29286012,16.2725203,18.78541843,18.59321107,0.045858849,13.68,24.12317443,17.07213671,17.05082404,19.68391241,19.4825119,0.048052247,14.1,25.82881998,18.2792338,18.25641422,21.07567689,20.86003622,0.051449814,14.38,27.00210498,19.10957568,19.0857195,22.03304837,21.80761213,0.053786944,14.94,29.43619124,20.8321953,20.80618862,24.01920243,23.7734444,0.058635531,15.22,30.69728235,21.72467816,21.69755732,25.04822152,24.79193483,0.061147566,15.5,31.98792864,22.63807743,22.60981631,26.1013569,25.83429482,0.063718474,15.64,32.6443788,23.10265173,23.07381064,26.63700396,26.36446128,0.065026092
HL_001_35,35,44,5.69,PIRU,X,9.881727888,7.1,0,0,0,0,0,0,7.54,0,0,0,0,0,0,8.2,0,0,0,0,0,0,8.64,0,0,0,0,0,0,9.52,0,0,0,0,0,0,9.96,0,0,0,0,0,0,10.4,14.7515255,13.6115174,13.61497444,14.26096484,14.05974555,0.047095759,10.62,15.48960302,14.29255578,14.29618579,14.97449766,14.76321057,0.049452147
HL_001_36,36,61,8.13,TSCA,,15.089399,38.9,348.2233043,279.0880097,296.546767,233.4800657,289.3345367,0.873435437,39.34,358.0790077,286.986989,304.9398784,240.0882113,297.5235216,0.898156128,40,373.1715736,299.0831185,317.7926989,250.2076181,310.0637523,0.936012245,40.44,383.4405787,307.3133436,326.5377778,257.0928781,318.5961445,0.961769604,41.32,404.4800368,324.1756857,344.4549682,271.1996136,336.0775761,1.014542087,41.76,415.252228,332.8091958,353.6285602,278.4222547,345.0280597,1.04156157,42.2,426.1938782,341.5785209,362.9464632,285.7585161,354.1193446,1.0690061,42.42,431.7285184,346.0143289,367.6597597,289.4694342,358.7180103,1.08288843
HL_002_01,1,199.4,2.79,PIRU,,17.78578127,28.8,158.6905905,146.3113962,144.9859195,162.0994952,153.0218504,0.602631115,29.24,164.4027558,151.5779647,150.2047767,167.9343661,158.5299658,0.624323193,29.9,173.1880768,159.6779572,158.231389,176.9084086,167.0014579,0.657685648,30.34,179.1905102,165.2121505,163.7154465,183.0397829,172.7894726,0.680480025,31.22,191.5472524,176.6049634,175.0050487,195.6619659,184.7048076,0.727405034,31.66,197.9026792,182.4646137,180.8116147,202.1539165,190.8332061,0.751539911,32.1,204.3768796,188.4337723,186.726697,208.7671922,197.0761353,0.776125834,32.32,207.6586908,191.4595747,189.7250878,212.1195014,200.2407137,0.788588586
HL_002_02,2,32,7.6,PIRU,,18.60055477,33.6,227.3480187,209.5925237,207.453675,229.6407944,218.5087529,0.850682224,34.04,234.3523473,216.0498262,213.8450819,236.7157608,225.240754,0.876890756,34.7,245.0871327,225.9462431,223.640508,247.5588052,235.5581722,0.917057771,35.14,252.3966087,232.6848614,230.31036,254.9419962,242.5834566,0.944408092,36.02,267.3849558,246.5026439,243.9871349,270.0814989,256.9890584,1.000490922,36.46,275.0648417,253.5827438,250.9949838,277.8388355,264.3703512,1.029227229,36.9,282.8692056,260.7776001,258.1164181,285.7219054,271.8712823,1.058429303,37.12,286.8182223,264.4182053,261.7198717,289.7107474,275.6667617,1.073205584
HL_002_03,3,62,6.48,PIRU,X,15.71262208,20.3,70.19126773,64.72969784,64.30727019,72.31520419,67.88585999,0.269999368,20.74,73.79095474,68.04929385,67.60520244,76.02381511,71.36731653,0.283846008,21.4,79.3842088,73.20733782,72.72958488,81.78631694,76.77686211,0.30536115,21.84,83.24324382,76.76610202,76.26512449,85.76212354,80.50914847,0.320205404,22.72,91.27697069,84.17472605,83.62539966,94.03894511,88.27901037,0.351108125,23.16,95.4530498,88.0258652,87.45140618,98.34138934,92.31792763,0.367171928,23.6,99.7361826,91.97572821,91.37549228,102.7541266,96.46038242,0.383647527,23.82,101.9181043,93.98787501,93.37450776,105.0020717,98.5706397,0.392040558
HL_002_04,4,62,3.6,PIRU,,16.92685527,24.8,111.9669201,103.2421808,102.4199528,115.1027887,108.1829606,0.428961799,25.24,116.6549225,107.5648824,106.7082281,119.9220884,112.7125304,0.446922228,25.9,123.8936697,114.2395685,113.3297566,127.363572,119.7066417,0.474654937,26.34,128.8582529,118.8172992,117.8710299,132.4671988,124.5034452,0.493674988,27.22,139.1232266,128.2824006,127.2607506,143.0196645,134.4215106,0.533001617,27.66,144.4248438,133.1709028,132.1103204,148.4697647,139.543958,0.553312896,28.1,149.8400216,138.1641165,137.0637678,154.0366059,144.776128,0.574059241,28.32,152.5903825,140.7001625,139.5796165,156.8639965,147.4335396,0.58459628
HL_002_05,5,84,7.9,PIRU,,16.55419492,23.3,96.80422038,89.26442387,88.59384547,99.65710959,93.57989981,0.371674975,23.74,101.121557,93.24549578,92.5450105,104.1016811,97.75343608,0.388251174,24.4,107.800151,99.40391371,98.65716473,110.9770981,104.2095818,0.413893302,24.84,112.388567,103.6349515,102.8564178,115.700738,108.6451686,0.431510297,25.72,121.8947629,112.4007377,111.5563531,125.4870883,117.8347355,0.468008862,26.16,126.8138178,116.9366618,116.0582021,130.5511111,122.5899482,0.486895328,26.6,131.8443484,121.5753792,120.6620722,135.7298951,127.4529237,0.506209799,26.82,134.401611,123.9334642,123.0024426,138.3625221,129.9250099,0.516028281
